id,text,label
3823,1690 خرج تاکسی شد,transport
3824,2100 تومن برای قبض برق دادم,housing
3825,3200 تومن شهربازی گرفتم,entertainment
3826,240 تومن برای اتوبوس دادم,transport
3827,150 تومن کرایه رفت و برگشت گرفتم,transport
3828,4150 تومن برای دکتر دادم,health
3829,4010 خرج درمان شد,health
3830,درمان 1780 تومن شد,health
3831,تفریح 180 تومن شد,entertainment
3832,420 تومن اشتراک فیلم گرفتم,entertainment
3833,2590 خرج کرایه رفت و برگشت شد,transport
3834,کیف خریدم 3770,shopping
3835,640 خرج درمان شد,health
3836,3390 خرج قهوه شد,food
3837,1640 تومن برای آزمایش دادم,health
3838,کرایه رفت و برگشت 1520 تومن شد,transport
3839,4110 تومن برای شارژ ساختمان دادم,housing
3840,1630 تومن مترو گرفتم,transport
3841,میوه خریدم 2290,shopping
3842,1820 خرج اجاره شد,housing
3843,4700 تومن برای دارو دادم,health
3844,کفش 3110 تومن شد,shopping
3845,1190 خرج بازی شد,entertainment
3846,کرایه رفت و برگشت خریدم 1270,transport
3847,کیف 3420 تومن شد,shopping
3848,4090 تومن برای ویزیت دادم,health
3849,620 تومن قبض برق گرفتم,housing
3850,بازی 2600 تومن شد,entertainment
3851,آزمایش 3250 تومن شد,health
3852,مترو 90 تومن شد,transport
3853,1360 خرج کباب شد,food
3854,3820 تومن کفش گرفتم,shopping
3855,تاکسی خریدم 4280,transport
3856,ناهار 390 تومن شد,food
3857,دندانپزشک خریدم 4720,health
3858,شهربازی خریدم 670,entertainment
3859,1250 تومن برای کیف دادم,shopping
3860,4610 تومن برای فلافل دادم,food
3861,3170 تومن دندانپزشک گرفتم,health
3862,390 تومن برای خرید سوپر دادم,shopping
3863,بازی خریدم 3240,entertainment
3864,کفش خریدم 1500,shopping
3865,میوه 3770 تومن شد,shopping
3866,4710 خرج کیف شد,shopping
3867,4600 تومن ناهار گرفتم,food
3868,دندانپزشک خریدم 1910,health
3869,شهربازی 2260 تومن شد,entertainment
3870,3030 تومن برای درمان دادم,health
3871,شام خریدم 1540,food
3872,2900 خرج اجاره شد,housing
3873,دندانپزشک خریدم 2620,health
3874,1980 تومن برای قبض برق دادم,housing
3875,اسنپ 230 تومن شد,transport
3876,1440 خرج تفریح شد,entertainment
3877,520 تومن برای ویزیت دادم,health
3878,620 تومن برای شارژ ساختمان دادم,housing
3879,قبض آب 2260 تومن شد,housing
3880,4820 تومن برای اتوبوس دادم,transport
3881,دارو 4750 تومن شد,health
3882,740 تومن لباس گرفتم,shopping
3883,4310 خرج کرایه رفت و برگشت شد,transport
3884,3080 تومن تاکسی گرفتم,transport
3885,دندانپزشک 4110 تومن شد,health
3886,4280 تومن قهوه گرفتم,food
3887,1460 خرج شارژ ساختمان شد,housing
3888,2290 خرج اشتراک فیلم شد,entertainment
3889,1530 تومن مترو گرفتم,transport
3890,4720 تومن لوازم تحریر گرفتم,shopping
3891,2540 تومن برای بازی دادم,entertainment
3892,1440 تومن ناهار گرفتم,food
3893,اجاره 3830 تومن شد,housing
3894,خرید سوپر 1690 تومن شد,shopping
3895,ویزیت خریدم 1430,health
3896,2640 تومن لوازم تحریر گرفتم,shopping
3897,1630 تومن لوازم تحریر گرفتم,shopping
3898,4790 خرج سینما شد,entertainment
3899,4320 خرج شارژ ساختمان شد,housing
3900,200 تومن لوازم تحریر گرفتم,shopping
3901,اسنپ خریدم 3020,transport
3902,1020 تومن برای بنزین دادم,transport
3903,کنسرت 2500 تومن شد,entertainment
3904,کفش 1460 تومن شد,shopping
3905,4500 تومن بنزین گرفتم,transport
3906,درمان 3850 تومن شد,health
3907,کباب خریدم 360,food
3908,دندانپزشک 1080 تومن شد,health
3909,3540 تومن برای کباب دادم,food
3910,3250 خرج آزمایش شد,health
3911,بنزین خریدم 1800,transport
3912,درمان 4900 تومن شد,health
3913,4500 تومن برای شارژ ساختمان دادم,housing
3914,کفش خریدم 2520,shopping
3915,ویزیت خریدم 2800,health
3916,1140 تومن اجاره گرفتم,housing
3917,قبض آب خریدم 4980,housing
3918,شارژ ساختمان خریدم 3410,housing
3919,2390 تومن برای ناهار دادم,food
3920,خرید سوپر خریدم 1790,shopping
3921,میوه خریدم 3980,shopping
3922,تفریح 2120 تومن شد,entertainment
3923,1390 خرج برگر شد,food
3924,330 خرج مترو شد,transport
3925,3470 تومن برای قبض برق دادم,housing
3926,بازی خریدم 4160,entertainment
3927,1350 تومن بازی گرفتم,entertainment
3928,قبض آب 3740 تومن شد,housing
3929,4210 تومن اینترنت خونه گرفتم,housing
3930,قبض آب 2110 تومن شد,housing
3931,دکتر 2760 تومن شد,health
3932,4870 خرج خرید سوپر شد,shopping
3933,680 خرج ویزیت شد,health
3934,4880 تومن دارو گرفتم,health
3935,4010 تومن برای سینما دادم,entertainment
3936,340 تومن قبض گاز گرفتم,housing
3937,1870 خرج دکتر شد,health
3938,4310 خرج اسنپ شد,transport
3939,1190 تومن برای اشتراک فیلم دادم,entertainment
3940,اتوبوس خریدم 1710,transport
3941,کرایه رفت و برگشت 3770 تومن شد,transport
3942,4340 تومن پیتزا گرفتم,food
3943,دارو خریدم 2580,health
3944,820 تومن برای سینما دادم,entertainment
3945,اجاره 1190 تومن شد,housing
3946,3850 تومن برگر گرفتم,food
3947,اشتراک فیلم 2070 تومن شد,entertainment
3948,4430 تومن لباس گرفتم,shopping
3949,ساندویچ خریدم 2600,food
3950,3820 خرج پیتزا شد,food
3951,500 خرج دکتر شد,health
3952,4270 خرج کنسرت شد,entertainment
3953,2190 خرج قبض برق شد,housing
3954,1560 تومن برای خرید سوپر دادم,shopping
3955,530 تومن برای کنسرت دادم,entertainment
3956,کیف خریدم 2430,shopping
3957,قبض آب 490 تومن شد,housing
3958,تفریح خریدم 1440,entertainment
3959,2750 خرج اینترنت خونه شد,housing
3960,مترو خریدم 100,transport
3961,4890 تومن برای کفش دادم,shopping
3962,درمان خریدم 570,health
3963,کرایه رفت و برگشت خریدم 140,transport
3964,مترو خریدم 1910,transport
3965,3310 تومن برای دارو دادم,health
3966,4160 تومن شارژ ساختمان گرفتم,housing
3967,صبحونه 880 تومن شد,food
3968,1290 تومن تفریح گرفتم,entertainment
3969,مترو خریدم 3170,transport
3970,4310 خرج درمان شد,health
3971,تاکسی خریدم 3940,transport
3972,1610 تومن برای قبض آب دادم,housing
3973,1660 خرج تاکسی شد,transport
3974,4480 تومن آزمایش گرفتم,health
3975,1090 خرج اینترنت خونه شد,housing
3976,2570 تومن برای تفریح دادم,entertainment
3977,میوه خریدم 1660,shopping
3978,2650 خرج کفش شد,shopping
3979,430 تومن لوازم تحریر گرفتم,shopping
3980,اشتراک فیلم خریدم 410,entertainment
3981,840 خرج تاکسی شد,transport
3982,خرید سوپر 870 تومن شد,shopping
3983,سینما خریدم 210,entertainment
3984,3220 خرج کنسرت شد,entertainment
3985,3850 خرج کنسرت شد,entertainment
3986,60 تومن برای بازی دادم,entertainment
3987,1520 تومن برای کباب دادم,food
3988,3160 تومن برای ویزیت دادم,health
3989,درمان 860 تومن شد,health
3990,قبض گاز 3520 تومن شد,housing
3991,1920 خرج درمان شد,health
3992,ویزیت خریدم 2430,health
3993,اتوبوس 4760 تومن شد,transport
3994,کرایه رفت و برگشت خریدم 3680,transport
3995,فلافل 2150 تومن شد,food
3996,360 تومن مترو گرفتم,transport
3997,اینترنت خونه 980 تومن شد,housing
3998,خرید سوپر خریدم 2770,shopping
3999,330 خرج اجاره شد,housing
4000,820 تومن تفریح گرفتم,entertainment
4001,اینترنت خونه 2880 تومن شد,housing
4002,اینترنت خونه 90 تومن شد,housing
4003,قبض برق خریدم 4220,housing
4004,1580 تومن برای درمان دادم,health
4005,4800 تومن برای آزمایش دادم,health
4006,دندانپزشک 3300 تومن شد,health
4007,ناهار 540 تومن شد,food
4008,1360 خرج شارژ ساختمان شد,housing
4009,4100 خرج ناهار شد,food
4010,درمان خریدم 3940,health
4011,3970 خرج قبض گاز شد,housing
4012,4960 خرج ویزیت شد,health
4013,کفش 1090 تومن شد,shopping
4014,1120 تومن شام گرفتم,food
4015,دکتر 750 تومن شد,health
4016,1670 تومن سینما گرفتم,entertainment
4017,ناهار خریدم 2630,food
4018,2430 تومن برای اشتراک فیلم دادم,entertainment
4019,3910 تومن قبض گاز گرفتم,housing
4020,کرایه رفت و برگشت خریدم 2030,transport
4021,2440 تومن برای اشتراک فیلم دادم,entertainment
4022,1640 خرج قبض گاز شد,housing
4023,شام 4910 تومن شد,food
4024,لباس 3660 تومن شد,shopping
4025,تفریح خریدم 2280,entertainment
4026,3520 تومن لباس گرفتم,shopping
4027,3350 تومن برای آزمایش دادم,health
4028,4450 تومن برای تاکسی دادم,transport
4029,اشتراک فیلم خریدم 1790,entertainment
4030,کرایه رفت و برگشت 2880 تومن شد,transport
4031,930 تومن شهربازی گرفتم,entertainment
4032,1860 خرج مترو شد,transport
4033,3020 تومن برای تاکسی دادم,transport
4034,4680 تومن برای اجاره دادم,housing
4035,4730 تومن قبض گاز گرفتم,housing
4036,190 تومن برای ویزیت دادم,health
4037,2050 تومن کفش گرفتم,shopping
4038,1310 تومن برای لوازم تحریر دادم,shopping
4039,4990 خرج خرید سوپر شد,shopping
4040,قهوه خریدم 3130,food
4041,2440 خرج کنسرت شد,entertainment
4042,1910 تومن پیتزا گرفتم,food
4043,درمان 800 تومن شد,health
4044,2160 تومن تاکسی گرفتم,transport
4045,3280 تومن قهوه گرفتم,food
4046,4410 خرج اجاره شد,housing
4047,3370 خرج شارژ ساختمان شد,housing
4048,1720 تومن برای خرید سوپر دادم,shopping
4049,4650 خرج میوه شد,shopping
4050,2660 تومن لباس گرفتم,shopping
4051,2150 تومن کفش گرفتم,shopping
4052,4240 خرج شام شد,food
4053,1380 تومن بنزین گرفتم,transport
4054,240 تومن برای مترو دادم,transport
4055,3540 خرج دکتر شد,health
4056,3270 تومن کنسرت گرفتم,entertainment
4057,2890 تومن برای قبض برق دادم,housing
4058,2400 خرج فلافل شد,food
4059,خرید سوپر خریدم 2910,shopping
4060,4720 تومن ساندویچ گرفتم,food
4061,بنزین 460 تومن شد,transport
4062,3220 تومن قبض گاز گرفتم,housing
4063,1130 تومن برای تاکسی دادم,transport
4064,سینما 4510 تومن شد,entertainment
4065,اینترنت خونه 3300 تومن شد,housing
4066,690 تومن برای لوازم تحریر دادم,shopping
4067,3630 تومن برای کباب دادم,food
4068,730 خرج اتوبوس شد,transport
4069,قبض آب 1170 تومن شد,housing
4070,920 تومن برای شارژ ساختمان دادم,housing
4071,2270 تومن برای اینترنت خونه دادم,housing
4072,1830 خرج قهوه شد,food
4073,3970 خرج قبض برق شد,housing
4074,اشتراک فیلم 3530 تومن شد,entertainment
4075,810 خرج کباب شد,food
4076,دکتر خریدم 3610,health
4077,4170 تومن برای اینترنت خونه دادم,housing
4078,3600 خرج اتوبوس شد,transport
4079,4080 تومن برای درمان دادم,health
4080,صبحونه 3970 تومن شد,food
4081,2410 تومن برای شارژ ساختمان دادم,housing
4082,ساندویچ 2660 تومن شد,food
4083,2410 خرج کنسرت شد,entertainment
4084,قبض برق خریدم 2900,housing
4085,4630 تومن کیف گرفتم,shopping
4086,550 تومن برای اینترنت خونه دادم,housing
4087,ناهار خریدم 2170,food
4088,3330 تومن قبض برق گرفتم,housing
4089,اتوبوس 1580 تومن شد,transport
4090,970 تومن تفریح گرفتم,entertainment
4091,2350 خرج تفریح شد,entertainment
4092,درمان خریدم 2240,health
4093,1310 تومن برای کنسرت دادم,entertainment
4094,ویزیت خریدم 2490,health
4095,اجاره 4990 تومن شد,housing
4096,دارو خریدم 2170,health
4097,2070 خرج قبض گاز شد,housing
4098,ناهار 2640 تومن شد,food
4099,4960 خرج قبض گاز شد,housing
4100,کرایه رفت و برگشت 3860 تومن شد,transport
4101,1720 تومن بنزین گرفتم,transport
4102,برگر 4070 تومن شد,food
4103,قبض آب 2040 تومن شد,housing
4104,سینما 3390 تومن شد,entertainment
4105,1560 تومن برای اسنپ دادم,transport
4106,ناهار 1220 تومن شد,food
4107,سینما 3720 تومن شد,entertainment
4108,2860 تومن برای بنزین دادم,transport
4109,830 تومن برای قهوه دادم,food
4110,قهوه خریدم 2830,food
4111,میوه خریدم 4690,shopping
4112,کفش خریدم 4270,shopping
4113,3920 تومن میوه گرفتم,shopping
4114,کنسرت 1640 تومن شد,entertainment
4115,4610 تومن برای شهربازی دادم,entertainment
4116,لوازم تحریر خریدم 4480,shopping
4117,2750 تومن آزمایش گرفتم,health
4118,3440 خرج قبض آب شد,housing
4119,4550 خرج شام شد,food
4120,1900 تومن برای اسنپ دادم,transport
4121,4230 تومن قبض گاز گرفتم,housing
4122,دندانپزشک خریدم 3860,health
4123,شام خریدم 720,food
4124,1100 تومن برای تاکسی دادم,transport
4125,سینما خریدم 1750,entertainment
4126,میوه 2190 تومن شد,shopping
4127,قبض برق خریدم 2000,housing
4128,برگر خریدم 4920,food
4129,2050 خرج اسنپ شد,transport
4130,4140 تومن قهوه گرفتم,food
4131,3770 تومن اینترنت خونه گرفتم,housing
4132,4130 تومن کفش گرفتم,shopping
4133,670 خرج اتوبوس شد,transport
4134,آزمایش خریدم 3530,health
4135,قهوه خریدم 3360,food
4136,سینما خریدم 1570,entertainment
4137,3260 تومن اینترنت خونه گرفتم,housing
4138,2590 تومن برای آزمایش دادم,health
4139,1730 خرج اشتراک فیلم شد,entertainment
4140,اجاره 4040 تومن شد,housing
4141,تفریح خریدم 3900,entertainment
4142,780 تومن خرید سوپر گرفتم,shopping
4143,3040 تومن برای اینترنت خونه دادم,housing
4144,4180 خرج کرایه رفت و برگشت شد,transport
4145,2240 تومن کفش گرفتم,shopping
4146,220 تومن شهربازی گرفتم,entertainment
4147,1890 تومن بازی گرفتم,entertainment
4148,1910 تومن برای درمان دادم,health
4149,3470 تومن برای شهربازی دادم,entertainment
4150,صبحونه 1380 تومن شد,food
4151,2150 تومن قبض برق گرفتم,housing
4152,1540 تومن شهربازی گرفتم,entertainment
4153,1840 تومن دارو گرفتم,health
4154,درمان 2040 تومن شد,health
4155,2750 تومن تاکسی گرفتم,transport
4156,بنزین خریدم 760,transport
4157,شهربازی خریدم 1780,entertainment
4158,1260 خرج کیف شد,shopping
4159,220 تومن آزمایش گرفتم,health
4160,قبض برق 210 تومن شد,housing
4161,3280 تومن درمان گرفتم,health
4162,3730 تومن تفریح گرفتم,entertainment
4163,3850 تومن برای اینترنت خونه دادم,housing
4164,بازی 130 تومن شد,entertainment
4165,3710 تومن لباس گرفتم,shopping
4166,سینما 4080 تومن شد,entertainment
4167,1570 خرج ویزیت شد,health
4168,دندانپزشک 4390 تومن شد,health
4169,1930 خرج خرید سوپر شد,shopping
4170,کنسرت خریدم 3910,entertainment
4171,اینترنت خونه 3540 تومن شد,housing
4172,3450 تومن قبض گاز گرفتم,housing
4173,آزمایش 4670 تومن شد,health
4174,1410 تومن لباس گرفتم,shopping
4175,کنسرت خریدم 110,entertainment
4176,1420 تومن برای میوه دادم,shopping
4177,4060 تومن برای تفریح دادم,entertainment
4178,1170 تومن شام گرفتم,food
4179,1150 تومن لباس گرفتم,shopping
4180,3740 خرج ویزیت شد,health
4181,2170 خرج تفریح شد,entertainment
4182,قبض گاز خریدم 2010,housing
4183,1770 تومن برای دارو دادم,health
4184,قبض برق خریدم 4230,housing
4185,مترو خریدم 4390,transport
4186,کرایه رفت و برگشت 3590 تومن شد,transport
4187,کفش خریدم 1320,shopping
4188,ساندویچ خریدم 3250,food
4189,ویزیت 440 تومن شد,health
4190,1910 تومن برای کیف دادم,shopping
4191,قبض برق خریدم 2330,housing
4192,3210 خرج ناهار شد,food
4193,1820 خرج کرایه رفت و برگشت شد,transport
4194,3930 تومن بازی گرفتم,entertainment
4195,قبض گاز خریدم 3820,housing
4196,4730 خرج مترو شد,transport
4197,3120 تومن مترو گرفتم,transport
4198,کباب 1130 تومن شد,food
4199,برگر 930 تومن شد,food
4200,کفش خریدم 2830,shopping
4201,2160 خرج شارژ ساختمان شد,housing
4202,3960 تومن برای قبض برق دادم,housing
4203,3420 تومن برای خرید سوپر دادم,shopping
4204,دندانپزشک خریدم 2740,health
4205,مترو خریدم 2550,transport
4206,قبض آب 820 تومن شد,housing
4207,30 خرج شهربازی شد,entertainment
4208,قبض آب 3370 تومن شد,housing
4209,1980 خرج خرید سوپر شد,shopping
4210,کفش خریدم 2160,shopping
4211,160 خرج بنزین شد,transport
4212,3140 خرج اسنپ شد,transport
4213,3080 خرج دارو شد,health
4214,4860 تومن کفش گرفتم,shopping
4215,قبض گاز 1290 تومن شد,housing
4216,2430 تومن درمان گرفتم,health
4217,3820 خرج اجاره شد,housing
4218,2840 خرج کفش شد,shopping
4219,2360 تومن برای اسنپ دادم,transport
4220,میوه خریدم 910,shopping
4221,میوه 1670 تومن شد,shopping
4222,4590 تومن اجاره گرفتم,housing
4223,کرایه رفت و برگشت خریدم 2380,transport
4224,بنزین خریدم 3100,transport
4225,2380 خرج اسنپ شد,transport
4226,4130 خرج خرید سوپر شد,shopping
4227,شارژ ساختمان خریدم 1270,housing
4228,50 تومن خرید سوپر گرفتم,shopping
4229,2100 خرج لوازم تحریر شد,shopping
4230,بازی خریدم 380,entertainment
4231,2770 تومن اینترنت خونه گرفتم,housing
4232,3330 خرج کیف شد,shopping
4233,خرید سوپر خریدم 2260,shopping
4234,خرید سوپر خریدم 1510,shopping
4235,خرید سوپر خریدم 1880,shopping
4236,کیف خریدم 3240,shopping
4237,سینما 550 تومن شد,entertainment
4238,3870 تومن قبض گاز گرفتم,housing
4239,میوه خریدم 1890,shopping
4240,لباس 740 تومن شد,shopping
4241,1370 تومن کنسرت گرفتم,entertainment
4242,3570 تومن اینترنت خونه گرفتم,housing
4243,اشتراک فیلم 2530 تومن شد,entertainment
4244,قبض برق خریدم 1530,housing
4245,3600 تومن برای قبض آب دادم,housing
4246,3060 تومن ویزیت گرفتم,health
4247,2690 تومن برای اسنپ دادم,transport
4248,4520 تومن برای شام دادم,food
4249,3670 تومن برای ویزیت دادم,health
4250,830 خرج اینترنت خونه شد,housing
4251,لباس خریدم 2450,shopping
4252,لباس 810 تومن شد,shopping
4253,کرایه رفت و برگشت خریدم 1510,transport
4254,1180 تومن اینترنت خونه گرفتم,housing
4255,کرایه رفت و برگشت 1570 تومن شد,transport
4256,1340 تومن برای دارو دادم,health
4257,3830 خرج کیف شد,shopping
4258,بازی 3180 تومن شد,entertainment
4259,810 خرج اینترنت خونه شد,housing
4260,2690 تومن برای ویزیت دادم,health
4261,بازی 3330 تومن شد,entertainment
4262,آزمایش خریدم 910,health
4263,3440 تومن سینما گرفتم,entertainment
4264,شارژ ساختمان 1600 تومن شد,housing
4265,1440 خرج اسنپ شد,transport
4266,خرید سوپر 3340 تومن شد,shopping
4267,2370 خرج قبض آب شد,housing
4268,4320 خرج خرید سوپر شد,shopping
4269,1050 تومن برای بنزین دادم,transport
4270,2060 تومن خرید سوپر گرفتم,shopping
4271,360 تومن برای قبض گاز دادم,housing
4272,4350 خرج دندانپزشک شد,health
4273,2300 خرج پیتزا شد,food
4274,1270 تومن برای دکتر دادم,health
4275,میوه 3550 تومن شد,shopping
4276,بنزین خریدم 3690,transport
4277,3130 تومن برای تاکسی دادم,transport
4278,ویزیت 480 تومن شد,health
4279,خرید سوپر 4650 تومن شد,shopping
4280,ویزیت 330 تومن شد,health
4281,3010 خرج اسنپ شد,transport
4282,520 خرج بازی شد,entertainment
4283,4060 تومن فلافل گرفتم,food
4284,مترو خریدم 610,transport
4285,1030 تومن قهوه گرفتم,food
4286,1120 خرج دندانپزشک شد,health
4287,2930 تومن شهربازی گرفتم,entertainment
4288,4420 تومن آزمایش گرفتم,health
4289,کفش 4000 تومن شد,shopping
4290,درمان خریدم 3160,health
4291,برگر خریدم 3880,food
4292,ویزیت 2540 تومن شد,health
4293,2490 خرج قبض گاز شد,housing
4294,1550 تومن برای اینترنت خونه دادم,housing
4295,1760 تومن برای دکتر دادم,health
4296,2590 تومن برای کیف دادم,shopping
4297,کفش 590 تومن شد,shopping
4298,1650 خرج سینما شد,entertainment
4299,بازی 850 تومن شد,entertainment
4300,3460 تومن برای کباب دادم,food
4301,1770 خرج قهوه شد,food
4302,4000 تومن اسنپ گرفتم,transport
4303,1590 خرج اسنپ شد,transport
4304,3940 خرج قبض برق شد,housing
4305,3520 تومن برای سینما دادم,entertainment
4306,دکتر 2940 تومن شد,health
4307,شارژ ساختمان خریدم 1000,housing
4308,اسنپ 3140 تومن شد,transport
4309,2440 خرج قبض گاز شد,housing
4310,اشتراک فیلم 1390 تومن شد,entertainment
4311,4800 تومن برای قبض آب دادم,housing
4312,1580 تومن برای شارژ ساختمان دادم,housing
4313,4260 تومن برای لباس دادم,shopping
4314,2190 خرج شهربازی شد,entertainment
4315,بازی خریدم 40,entertainment
4316,کباب 1830 تومن شد,food
4317,شهربازی 110 تومن شد,entertainment
4318,3680 تومن برای بنزین دادم,transport
4319,140 تومن برای قبض برق دادم,housing
4320,1680 خرج بازی شد,entertainment
4321,درمان 1040 تومن شد,health
4322,2270 تومن برای دندانپزشک دادم,health
4323,ساندویچ 1260 تومن شد,food
4324,2470 خرج اینترنت خونه شد,housing
4325,سینما خریدم 4010,entertainment
4326,لوازم تحریر 2510 تومن شد,shopping
4327,قبض گاز خریدم 3020,housing
4328,300 تومن برای ساندویچ دادم,food
4329,قبض گاز خریدم 1910,housing
4330,اجاره 2430 تومن شد,housing
4331,خرید سوپر خریدم 1680,shopping
4332,3030 تومن برای اسنپ دادم,transport
4333,2890 تومن دکتر گرفتم,health
4334,1690 خرج کنسرت شد,entertainment
4335,1350 خرج درمان شد,health
4336,3550 تومن ویزیت گرفتم,health
4337,4470 تومن برای تاکسی دادم,transport
4338,قبض آب 3840 تومن شد,housing
4339,اتوبوس 2410 تومن شد,transport
4340,شهربازی 1720 تومن شد,entertainment
4341,1340 تومن برای لوازم تحریر دادم,shopping
4342,4790 تومن درمان گرفتم,health
4343,تاکسی خریدم 3300,transport
4344,بازی خریدم 4140,entertainment
4345,320 خرج صبحونه شد,food
4346,اجاره خریدم 2910,housing
4347,4490 تومن برای صبحونه دادم,food
4348,1460 خرج آزمایش شد,health
4349,360 تومن اینترنت خونه گرفتم,housing
4350,2870 تومن دارو گرفتم,health
4351,4100 خرج دکتر شد,health
4352,قهوه 3140 تومن شد,food
4353,4200 تومن برای کباب دادم,food
4354,بازی 4570 تومن شد,entertainment
4355,لباس 390 تومن شد,shopping
4356,کیف خریدم 1750,shopping
4357,درمان خریدم 3800,health
4358,2960 تومن برای کباب دادم,food
4359,110 تومن کباب گرفتم,food
4360,اتوبوس 2200 تومن شد,transport
4361,3010 تومن برای شارژ ساختمان دادم,housing
4362,آزمایش 3360 تومن شد,health
4363,4590 خرج ویزیت شد,health
4364,اسنپ 3970 تومن شد,transport
4365,940 تومن اتوبوس گرفتم,transport
4366,3100 تومن صبحونه گرفتم,food
4367,1800 تومن کرایه رفت و برگشت گرفتم,transport
4368,قبض برق 4770 تومن شد,housing
4369,1050 تومن برای میوه دادم,shopping
4370,مترو 1400 تومن شد,transport
4371,اتوبوس 150 تومن شد,transport
4372,سینما خریدم 4290,entertainment
4373,قهوه 4460 تومن شد,food
4374,سینما خریدم 2300,entertainment
4375,کنسرت خریدم 1070,entertainment
4376,دارو 490 تومن شد,health
4377,3720 خرج دندانپزشک شد,health
4378,ناهار 3890 تومن شد,food
4379,3810 خرج قهوه شد,food
4380,اینترنت خونه خریدم 1640,housing
4381,480 خرج اسنپ شد,transport
4382,1320 خرج قبض آب شد,housing
4383,100 تومن قهوه گرفتم,food
4384,2060 تومن بازی گرفتم,entertainment
4385,4860 تومن برای قبض برق دادم,housing
4386,4860 تومن برای کباب دادم,food
4387,بنزین خریدم 450,transport
4388,4890 تومن برای سینما دادم,entertainment
4389,4610 تومن برای لوازم تحریر دادم,shopping
4390,ناهار 4350 تومن شد,food
4391,کرایه رفت و برگشت 60 تومن شد,transport
4392,دکتر خریدم 730,health
4393,پیتزا 3070 تومن شد,food
4394,1520 تومن برای لوازم تحریر دادم,shopping
4395,آزمایش 4230 تومن شد,health
4396,910 خرج کنسرت شد,entertainment
4397,بنزین 4160 تومن شد,transport
4398,اجاره 4040 تومن شد,housing
4399,1060 تومن برای قهوه دادم,food
4400,1930 تومن برای اشتراک فیلم دادم,entertainment
4401,160 تومن ویزیت گرفتم,health
4402,اجاره خریدم 4570,housing
4403,ناهار خریدم 4690,food
4404,1950 خرج صبحونه شد,food
4405,کیف 880 تومن شد,shopping
4406,پیتزا 1800 تومن شد,food
4407,350 تومن کباب گرفتم,food
4408,2140 خرج بازی شد,entertainment
4409,4400 خرج کنسرت شد,entertainment
4410,خرید سوپر خریدم 1610,shopping
4411,670 تومن برای شهربازی دادم,entertainment
4412,1890 خرج کیف شد,shopping
4413,لوازم تحریر خریدم 510,shopping
4414,4270 خرج اشتراک فیلم شد,entertainment
4415,1140 خرج اسنپ شد,transport
4416,1170 تومن اسنپ گرفتم,transport
4417,خرید سوپر خریدم 3690,shopping
4418,قبض گاز 550 تومن شد,housing
4419,960 تومن برای اتوبوس دادم,transport
4420,2380 خرج اینترنت خونه شد,housing
4421,2970 تومن برای دندانپزشک دادم,health
4422,2180 تومن برای اتوبوس دادم,transport
4423,2980 تومن میوه گرفتم,shopping
4424,3250 تومن کفش گرفتم,shopping
4425,اسنپ 90 تومن شد,transport
4426,خرید سوپر 4290 تومن شد,shopping
4427,1670 تومن مترو گرفتم,transport
4428,2490 تومن برای آزمایش دادم,health
4429,4470 خرج بنزین شد,transport
4430,بازی خریدم 1110,entertainment
4431,ویزیت خریدم 2810,health
4432,3370 خرج برگر شد,food
4433,قبض برق 4580 تومن شد,housing
4434,قبض برق خریدم 4150,housing
4435,3410 تومن آزمایش گرفتم,health
4436,3920 خرج لباس شد,shopping
4437,4020 تومن برای اجاره دادم,housing
4438,150 خرج اشتراک فیلم شد,entertainment
4439,تاکسی خریدم 1180,transport
4440,2830 تومن برای ساندویچ دادم,food
4441,اتوبوس خریدم 1590,transport
4442,4830 تومن تفریح گرفتم,entertainment
4443,2050 خرج دکتر شد,health
4444,اسنپ 4320 تومن شد,transport
4445,3770 تومن برای شام دادم,food
4446,دندانپزشک 4010 تومن شد,health
4447,2700 تومن دندانپزشک گرفتم,health
4448,ویزیت 2780 تومن شد,health
4449,870 تومن برای کیف دادم,shopping
4450,تاکسی 3500 تومن شد,transport
4451,4410 خرج لوازم تحریر شد,shopping
4452,790 خرج بنزین شد,transport
4453,آزمایش 4410 تومن شد,health
4454,اجاره خریدم 4930,housing
4455,4630 خرج قبض آب شد,housing
4456,2410 تومن برای بازی دادم,entertainment
4457,4820 تومن برای بنزین دادم,transport
4458,1300 خرج ساندویچ شد,food
4459,1080 خرج لباس شد,shopping
4460,دارو خریدم 320,health
4461,اسنپ 2480 تومن شد,transport
4462,مترو 4040 تومن شد,transport
4463,2020 خرج کفش شد,shopping
4464,4290 تومن برای اسنپ دادم,transport
4465,4950 تومن برای شام دادم,food
4466,650 خرج مترو شد,transport
4467,میوه خریدم 1070,shopping
4468,1430 تومن برای بنزین دادم,transport
4469,2680 تومن برای ساندویچ دادم,food
4470,3970 خرج دارو شد,health
4471,کنسرت خریدم 3400,entertainment
4472,2790 خرج اجاره شد,housing
4473,380 تومن برای کنسرت دادم,entertainment
4474,1970 تومن برای اجاره دادم,housing
4475,2200 خرج قهوه شد,food
4476,بنزین خریدم 3560,transport
4477,2690 تومن شارژ ساختمان گرفتم,housing
4478,فلافل خریدم 1250,food
4479,2170 تومن کفش گرفتم,shopping
4480,4440 تومن برای خرید سوپر دادم,shopping
4481,1430 تومن برای لوازم تحریر دادم,shopping
4482,کیف خریدم 1700,shopping
4483,1840 تومن لباس گرفتم,shopping
