text,label
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۵۰ هزار تومن اختصاص یافت.,0
پول بلیط کنسرت موسیقی مبلغ ۷۰۰ هزار تومان پرید.,0
میوه و سبزیجات تازه خریدم مبلغ ۵ میلیون تومان خرجی کردم.,1
خرید هدیه تولد برای دوست به مبلغ ۵۰ هزار تومن اختصاص یافت.,4
هزینه مواد غذایی هفتگی مبلغ ۱۵۰٬۰۰۰ ریال پرید.,1
پرداخت خیریه مبلغ ۵ میلیون تومان پرید.,4
"پول بستنی مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",1
هزینه کرایه اسنپ به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,6
پول کتاب‌های آموزشی مبلغ ۱۰۰ هزار تومان پرید.,5
هزینه مواد غذایی هفتگی به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,1
هزینه خرید لباس جدید مبلغ ۷۰۰ هزار تومان پیاده شدم.,5
پول بلیط کنسرت موسیقی مبلغ ۱۰ هزار تومن پرید.,0
هزینه قبض برق و گاز به مبلغ ۵۰ هزار تومن هزینه شد.,3
هزینه بازی‌های ویدیویی مبلغ ۵۰ هزار تومن پیاده شدم.,0
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان پرید.,3
پول کتاب‌های آموزشی به مبلغ ۵ میلیون تومان پرداخت شد.,5
هزینه بازی‌های ویدیویی به مبلغ ۲ میلیون ریال پرداخت کردم.,0
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,6
هزینه مواد غذایی هفتگی به مبلغ ۵ میلیون تومان پرداخت کردم.,1
پول بستنی به مبلغ ۲۰ هزار تومان هزینه شد.,1
پول خدمات لوله‌کشی به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,3
هزینه خدمات خشک‌شویی مبلغ ۷۰۰ هزار تومان برداشتم.,4
پول کتاب‌های آموزشی به مبلغ ۵ میلیون تومان اختصاص یافت.,5
خرید هدیه تولد برای دوست مبلغ ۱۰ هزار تومن دادم.,4
هزینه مواد غذایی هفتگی به مبلغ ۱۰ هزار تومن پرداخت شد.,1
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,5
هزینه مواد غذایی هفتگی به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,1
خرید داروهای نسخه‌ای مبلغ ۳۰ هزار تومن دادم.,2
هزینه کرایه اسنپ مبلغ ۳۰ هزار تومن خرجی کردم.,6
پول بستنی مبلغ ۷۰۰ هزار تومان برداشتم.,1
پرداخت هزینه تعمیرات خودرو به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,6
هزینه قبض برق و گاز مبلغ ۷۰۰ هزار تومان خرجی کردم.,3
خرید ناهار از رستوران به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,1
هزینه کرایه اسنپ به مبلغ ۷۰۰ هزار تومان هزینه شد.,6
پول کتاب‌های آموزشی مبلغ ۱۵۰٬۰۰۰ ریال دادم.,5
هزینه مواد غذایی هفتگی مبلغ ۲ میلیون ریال دادم.,1
خرید کفش از پاساژ به مبلغ ۱۰ هزار تومن اختصاص یافت.,5
کرایه تاکسی برای مسیر مبلغ ۲۰ هزار تومان خرجی کردم.,6
میوه و سبزیجات تازه خریدم مبلغ ۷۰۰ هزار تومان خرجی کردم.,1
مبلغ شارژ ساختمان به مبلغ ۵۰ هزار تومن هزینه شد.,3
"خرید کفش از پاساژ مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",5
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۱۰ هزار تومن دادم.,0
خرید کفش از پاساژ مبلغ ۲۰ هزار تومان دادم.,5
خرید داروهای نسخه‌ای به مبلغ ۲ میلیون ریال پرداخت شد.,2
پول داروخانه برای مکمل به مبلغ ۲ میلیون ریال اختصاص یافت.,2
خرید ناهار از رستوران مبلغ ۳۰ هزار تومن دادم.,1
خرید ناهار از رستوران مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,1
خرید داروهای نسخه‌ای مبلغ ۱۵۰٬۰۰۰ ریال پرید.,2
خرید گل برای مراسم مبلغ ۱۵۰٬۰۰۰ ریال پرید.,4
پرداخت هزینه آزمایش خون به مبلغ ۲ میلیون ریال اختصاص یافت.,2
پول کتاب‌های آموزشی به مبلغ ۱۰ هزار تومن هزینه شد.,5
پول پیش‌پرداخت وام به مبلغ ۵ میلیون تومان اختصاص یافت.,4
"پرداخت هزینه تعمیرات خودرو مبلغ ۲۵۰,۰۰۰ تومان پرید.",6
خرید گل برای مراسم به مبلغ ۷۰۰ هزار تومان پرداخت شد.,4
پول کتاب‌های آموزشی مبلغ ۳۰ هزار تومن دادم.,5
کرایه تاکسی برای مسیر به مبلغ ۳۰ هزار تومن هزینه شد.,6
خرید گل برای مراسم مبلغ ۳۰ هزار تومن پیاده شدم.,4
پول کتاب‌های آموزشی مبلغ ۳۰ هزار تومن خرجی کردم.,5
"هزینه مواد غذایی هفتگی به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",1
بلیط مترو و اتوبوس مبلغ ۵ میلیون تومان برداشتم.,6
هزینه ویزیت دکتر متخصص مبلغ ۷۰۰ هزار تومان پیاده شدم.,2
هزینه مواد غذایی هفتگی به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,1
خرید ناهار از رستوران به مبلغ ۵ میلیون تومان هزینه شد.,1
خرید ناهار از رستوران مبلغ ۲۰ هزار تومان دادم.,1
مبلغ ویزیت دندانپزشکی به مبلغ ۳۰ هزار تومن هزینه شد.,2
بلیط سینما برای فیلم جدید خریدم مبلغ ۲ میلیون ریال برداشتم.,0
سفارش پیتزا برای شام به مبلغ ۱۰ هزار تومن اختصاص یافت.,1
پرداخت هزینه آزمایش خون به مبلغ ۲ میلیون ریال هزینه شد.,2
خرید لوازم تحریر مبلغ ۷۰۰ هزار تومان خرجی کردم.,5
کرایه تاکسی برای مسیر مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,6
پول بنزین ماشین به مبلغ ۵۰ هزار تومن پرداخت شد.,6
پول بنزین ماشین به مبلغ ۵۰ هزار تومن اختصاص یافت.,6
هزینه مواد غذایی هفتگی به مبلغ ۲۰ هزار تومان پرداخت کردم.,1
خرید لوازم تحریر مبلغ ۵۰ هزار تومن پیاده شدم.,5
پول پیش‌پرداخت وام به مبلغ ۵۰ هزار تومن هزینه شد.,4
خرید داروهای نسخه‌ای مبلغ ۳۰ هزار تومن پیاده شدم.,2
"پول کتاب‌های آموزشی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",5
بلیط مترو و اتوبوس به مبلغ ۵ میلیون تومان اختصاص یافت.,6
پول بنزین ماشین مبلغ ۲۰ هزار تومان برداشتم.,6
"پول خدمات لوله‌کشی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",3
خرید داروهای نسخه‌ای به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,2
خرید کیف چرمی به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,5
پرداخت خیریه به مبلغ ۲۰ هزار تومان پرداخت کردم.,4
خرید گل برای مراسم مبلغ ۳۰ هزار تومن دادم.,4
پرداخت هزینه آزمایش خون به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,2
پرداخت اجاره‌بها ماهیانه مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,3
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۲۰ هزار تومان پرداخت کردم.,0
بلیط مترو و اتوبوس مبلغ ۵ میلیون تومان خرجی کردم.,6
میوه و سبزیجات تازه خریدم به مبلغ ۲ میلیون ریال پرداخت شد.,1
مبلغ شارژ ساختمان به مبلغ ۲۰ هزار تومان پرداخت کردم.,3
پول پیش‌پرداخت وام به مبلغ ۳۰ هزار تومن پرداخت شد.,4
پول خدمات لوله‌کشی مبلغ ۵ میلیون تومان برداشتم.,3
هزینه ورودی شهربازی پرداخت شد مبلغ ۷۰۰ هزار تومان برداشتم.,0
پرداخت هزینه تعمیرات منزل به مبلغ ۱۰ هزار تومن اختصاص یافت.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۳۰ هزار تومن اختصاص یافت.,0
هزینه قبض برق و گاز مبلغ ۳۰ هزار تومن پرید.,3
خرید ناهار از رستوران به مبلغ ۳۰ هزار تومن اختصاص یافت.,1
هزینه ویزیت دکتر متخصص به مبلغ ۲۰ هزار تومان هزینه شد.,2
"خرید گل برای مراسم مبلغ ۲۵۰,۰۰۰ تومان پرید.",4
پول پیش‌پرداخت وام به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,4
پول بلیط کنسرت موسیقی مبلغ ۵ میلیون تومان پرید.,0
پول خدمات لوله‌کشی به مبلغ ۱۰ هزار تومن اختصاص یافت.,3
پرداخت هزینه تعمیرات منزل به مبلغ ۲۰ هزار تومان پرداخت کردم.,3
پول داروخانه برای مکمل به مبلغ ۲۰ هزار تومان هزینه شد.,2
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۵۰ هزار تومن پرداخت کردم.,0
هزینه خدمات خشک‌شویی مبلغ ۷۰۰ هزار تومان خرجی کردم.,4
خرید داروهای نسخه‌ای به مبلغ ۵ میلیون تومان پرداخت شد.,2
پول کتاب‌های آموزشی به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,5
پرداخت هزینه تعمیرات منزل مبلغ ۷۰۰ هزار تومان برداشتم.,3
پول بنزین ماشین به مبلغ ۳۰ هزار تومن هزینه شد.,6
مبلغ ویزیت دندانپزشکی به مبلغ ۲۰ هزار تومان اختصاص یافت.,2
"هزینه کرایه اسنپ مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",6
بلیط مترو و اتوبوس مبلغ ۲ میلیون ریال پیاده شدم.,6
"بلیط سینما برای فیلم جدید خریدم مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",0
"پول داروخانه برای مکمل به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",2
مبلغ شارژ ساختمان مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,3
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,0
مبلغ ویزیت دندانپزشکی به مبلغ ۳۰ هزار تومن پرداخت کردم.,2
پول بنزین ماشین به مبلغ ۳۰ هزار تومن هزینه شد.,6
پرداخت هزینه آزمایش خون به مبلغ ۳۰ هزار تومن هزینه شد.,2
خرید لوازم تحریر مبلغ ۵۰ هزار تومن پرید.,5
"کرایه تاکسی برای مسیر مبلغ ۲۵۰,۰۰۰ تومان پرید.",6
میوه و سبزیجات تازه خریدم به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,1
"برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",0
مبلغ شارژ ساختمان به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,3
پرداخت هزینه آزمایش خون مبلغ ۲ میلیون ریال برداشتم.,2
"پول بستنی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",1
هزینه ویزیت دکتر متخصص به مبلغ ۲۰ هزار تومان اختصاص یافت.,2
پول بنزین ماشین به مبلغ ۱۰۰ هزار تومان هزینه شد.,6
هزینه ویزیت دکتر متخصص مبلغ ۵۰ هزار تومن پیاده شدم.,2
"خرید هدیه تولد برای دوست مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",4
هزینه قبض برق و گاز به مبلغ ۵ میلیون تومان پرداخت کردم.,3
میوه و سبزیجات تازه خریدم به مبلغ ۵۰ هزار تومن هزینه شد.,1
خرید لوازم تحریر به مبلغ ۷۰۰ هزار تومان پرداخت شد.,5
پول پیش‌پرداخت وام به مبلغ ۱۰۰ هزار تومان پرداخت شد.,4
خرید ناهار از رستوران به مبلغ ۲ میلیون ریال پرداخت شد.,1
مبلغ شارژ ساختمان مبلغ ۲۰ هزار تومان پیاده شدم.,3
هزینه مواد غذایی هفتگی به مبلغ ۵۰ هزار تومن اختصاص یافت.,1
کرایه تاکسی برای مسیر مبلغ ۲ میلیون ریال خرجی کردم.,6
پول بلیط کنسرت موسیقی مبلغ ۱۰۰ هزار تومان پیاده شدم.,0
پول داروخانه برای مکمل به مبلغ ۱۰ هزار تومن پرداخت شد.,2
پول بستنی مبلغ ۲۰ هزار تومان خرجی کردم.,1
"خرید ناهار از رستوران به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",1
هزینه بازی‌های ویدیویی به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,0
هزینه خرید لباس جدید مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,5
پرداخت هزینه آزمایش خون مبلغ ۷۰۰ هزار تومان پرید.,2
پول کتاب‌های آموزشی به مبلغ ۳۰ هزار تومن اختصاص یافت.,5
"میوه و سبزیجات تازه خریدم مبلغ ۲۵۰,۰۰۰ تومان دادم.",1
هزینه کرایه اسنپ مبلغ ۲۰ هزار تومان برداشتم.,6
"خرید لوازم تحریر مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",5
بلیط مترو و اتوبوس به مبلغ ۵ میلیون تومان پرداخت کردم.,6
خرید ناهار از رستوران مبلغ ۷۰۰ هزار تومان خرجی کردم.,1
پرداخت خیریه به مبلغ ۲۰ هزار تومان اختصاص یافت.,4
"پول بنزین ماشین مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",6
پول داروخانه برای مکمل مبلغ ۳۰ هزار تومن برداشتم.,2
پرداخت هزینه تعمیرات منزل به مبلغ ۳۰ هزار تومن پرداخت کردم.,3
پرداخت اجاره‌بها ماهیانه به مبلغ ۲۰ هزار تومان اختصاص یافت.,3
خرید کفش از پاساژ مبلغ ۱۰۰ هزار تومان برداشتم.,5
خرید لوازم تحریر مبلغ ۲ میلیون ریال پرید.,5
خرید گل برای مراسم مبلغ ۳۰ هزار تومن پرید.,4
هزینه بازی‌های ویدیویی به مبلغ ۵ میلیون تومان هزینه شد.,0
خرید لوازم تحریر به مبلغ ۱۰۰ هزار تومان هزینه شد.,5
سفارش پیتزا برای شام به مبلغ ۵۰ هزار تومن اختصاص یافت.,1
خرید هدیه تولد برای دوست مبلغ ۱۰۰ هزار تومان دادم.,4
بلیط سینما برای فیلم جدید خریدم به مبلغ ۲۰ هزار تومان پرداخت کردم.,0
پول داروخانه برای مکمل مبلغ ۳۰ هزار تومن خرجی کردم.,2
خرید کیف چرمی به مبلغ ۳۰ هزار تومن پرداخت کردم.,5
خرید ناهار از رستوران مبلغ ۵ میلیون تومان پرید.,1
پول کتاب‌های آموزشی به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,5
"بلیط سینما برای فیلم جدید خریدم به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",0
خرید کیف چرمی مبلغ ۷۰۰ هزار تومان پیاده شدم.,5
پول بستنی مبلغ ۵۰ هزار تومن برداشتم.,1
خرید گل برای مراسم مبلغ ۲۰ هزار تومان پیاده شدم.,4
پول پیش‌پرداخت وام مبلغ ۷۰۰ هزار تومان پرید.,4
خرید ناهار از رستوران مبلغ ۳۰ هزار تومن پیاده شدم.,1
پول بنزین ماشین مبلغ ۲ میلیون ریال برداشتم.,6
هزینه بازی‌های ویدیویی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,0
پول کتاب‌های آموزشی به مبلغ ۳۰ هزار تومن هزینه شد.,5
هزینه کرایه اسنپ به مبلغ ۱۰ هزار تومن پرداخت شد.,6
سفارش پیتزا برای شام مبلغ ۱۰ هزار تومن دادم.,1
"پول کتاب‌های آموزشی مبلغ ۲۵۰,۰۰۰ تومان دادم.",5
پرداخت خیریه به مبلغ ۱۰۰ هزار تومان پرداخت شد.,4
پول بنزین ماشین مبلغ ۲ میلیون ریال پرید.,6
کرایه تاکسی برای مسیر به مبلغ ۳۰ هزار تومن پرداخت شد.,6
"پول پیش‌پرداخت وام به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
پرداخت هزینه آزمایش خون به مبلغ ۵ میلیون تومان پرداخت کردم.,2
خرید داروهای نسخه‌ای به مبلغ ۷۰۰ هزار تومان هزینه شد.,2
"پرداخت خیریه به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",4
پول کتاب‌های آموزشی مبلغ ۵۰ هزار تومن پرید.,5
خرید کیف چرمی مبلغ ۳۰ هزار تومن خرجی کردم.,5
مبلغ شارژ ساختمان مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,3
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
مبلغ ویزیت دندانپزشکی مبلغ ۵ میلیون تومان دادم.,2
پول بستنی به مبلغ ۷۰۰ هزار تومان پرداخت شد.,1
مبلغ شارژ ساختمان مبلغ ۲ میلیون ریال پیاده شدم.,3
خرید هدیه تولد برای دوست مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,4
خرید داروهای نسخه‌ای مبلغ ۱۰۰ هزار تومان پرید.,2
پرداخت هزینه تعمیرات خودرو مبلغ ۱۰ هزار تومن خرجی کردم.,6
مبلغ ویزیت دندانپزشکی به مبلغ ۱۰ هزار تومن پرداخت کردم.,2
پول داروخانه برای مکمل مبلغ ۲۰ هزار تومان برداشتم.,2
بلیط سینما برای فیلم جدید خریدم مبلغ ۲ میلیون ریال پیاده شدم.,0
هزینه کرایه اسنپ به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,6
هزینه مواد غذایی هفتگی به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,1
پول پیش‌پرداخت وام مبلغ ۲۰ هزار تومان دادم.,4
خرید کفش از پاساژ به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,5
هزینه کرایه اسنپ به مبلغ ۵۰ هزار تومن پرداخت کردم.,6
مبلغ شارژ ساختمان مبلغ ۵۰ هزار تومن پرید.,3
خرید کیف چرمی به مبلغ ۵ میلیون تومان هزینه شد.,5
هزینه ویزیت دکتر متخصص مبلغ ۷۰۰ هزار تومان خرجی کردم.,2
بلیط مترو و اتوبوس به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,6
پرداخت هزینه تعمیرات خودرو مبلغ ۱۰ هزار تومن دادم.,6
بلیط مترو و اتوبوس به مبلغ ۳۰ هزار تومن هزینه شد.,6
پرداخت هزینه آزمایش خون به مبلغ ۱۰۰ هزار تومان پرداخت شد.,2
"خرید گل برای مراسم به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",4
خرید کفش از پاساژ به مبلغ ۲ میلیون ریال پرداخت کردم.,5
سفارش پیتزا برای شام به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,1
هزینه قبض برق و گاز مبلغ ۵ میلیون تومان پرید.,3
"خرید هدیه تولد برای دوست به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",4
خرید ناهار از رستوران مبلغ ۵۰ هزار تومن پیاده شدم.,1
پرداخت هزینه تعمیرات خودرو به مبلغ ۳۰ هزار تومن پرداخت شد.,6
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان هزینه شد.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,0
هزینه خدمات خشک‌شویی مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,4
خرید لوازم تحریر به مبلغ ۲ میلیون ریال پرداخت کردم.,5
خرید هدیه تولد برای دوست به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,4
پول کتاب‌های آموزشی به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,5
پول داروخانه برای مکمل به مبلغ ۳۰ هزار تومن هزینه شد.,2
خرید کیف چرمی مبلغ ۱۰۰ هزار تومان دادم.,5
"پرداخت هزینه تعمیرات خودرو به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",6
مبلغ شارژ ساختمان به مبلغ ۳۰ هزار تومن پرداخت کردم.,3
پول بلیط کنسرت موسیقی مبلغ ۵۰ هزار تومن برداشتم.,0
"هزینه کرایه اسنپ مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",6
هزینه قبض برق و گاز مبلغ ۵۰ هزار تومن برداشتم.,3
پرداخت خیریه به مبلغ ۵ میلیون تومان هزینه شد.,4
پرداخت اجاره‌بها ماهیانه به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,3
سفارش پیتزا برای شام مبلغ ۳۰ هزار تومن پیاده شدم.,1
پول بنزین ماشین به مبلغ ۵ میلیون تومان پرداخت کردم.,6
پرداخت هزینه تعمیرات منزل به مبلغ ۵۰ هزار تومن پرداخت شد.,3
پول خدمات لوله‌کشی به مبلغ ۵۰ هزار تومن پرداخت کردم.,3
پول بنزین ماشین مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,6
خرید کیف چرمی مبلغ ۵۰ هزار تومن پرید.,5
پول پیش‌پرداخت وام به مبلغ ۲۰ هزار تومان پرداخت شد.,4
"هزینه قبض برق و گاز مبلغ ۲۵۰,۰۰۰ تومان دادم.",3
هزینه ورودی شهربازی پرداخت شد مبلغ ۱۰۰ هزار تومان پیاده شدم.,0
پول داروخانه برای مکمل به مبلغ ۵ میلیون تومان پرداخت کردم.,2
پرداخت هزینه آزمایش خون مبلغ ۳۰ هزار تومن دادم.,2
خرید کفش از پاساژ مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,5
بلیط مترو و اتوبوس به مبلغ ۲ میلیون ریال اختصاص یافت.,6
پول بنزین ماشین به مبلغ ۲۰ هزار تومان هزینه شد.,6
هزینه ویزیت دکتر متخصص مبلغ ۱۰۰ هزار تومان پرید.,2
هزینه کرایه اسنپ به مبلغ ۳۰ هزار تومن پرداخت کردم.,6
خرید هدیه تولد برای دوست به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,4
هزینه قبض برق و گاز مبلغ ۷۰۰ هزار تومان برداشتم.,3
خرید هدیه تولد برای دوست مبلغ ۵ میلیون تومان خرجی کردم.,4
پول کتاب‌های آموزشی مبلغ ۳۰ هزار تومن برداشتم.,5
هزینه خدمات خشک‌شویی به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,4
پول کتاب‌های آموزشی به مبلغ ۲۰ هزار تومان پرداخت کردم.,5
پرداخت خیریه مبلغ ۲ میلیون ریال دادم.,4
هزینه ورودی شهربازی پرداخت شد به مبلغ ۵۰ هزار تومن پرداخت کردم.,0
"کرایه تاکسی برای مسیر به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",6
"هزینه کرایه اسنپ به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",6
خرید کیف چرمی مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,5
هزینه کرایه اسنپ به مبلغ ۲ میلیون ریال هزینه شد.,6
خرید هدیه تولد برای دوست به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,4
هزینه ویزیت دکتر متخصص به مبلغ ۱۰ هزار تومن اختصاص یافت.,2
مبلغ ویزیت دندانپزشکی به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,2
پول بنزین ماشین به مبلغ ۷۰۰ هزار تومان پرداخت شد.,6
بلیط مترو و اتوبوس مبلغ ۲۰ هزار تومان پرید.,6
"پرداخت هزینه تعمیرات خودرو به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",6
هزینه ویزیت دکتر متخصص مبلغ ۵۰ هزار تومن خرجی کردم.,2
خرید داروهای نسخه‌ای مبلغ ۱۰ هزار تومن پیاده شدم.,2
"سفارش پیتزا برای شام به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",1
هزینه ویزیت دکتر متخصص به مبلغ ۵ میلیون تومان هزینه شد.,2
خرید لوازم تحریر به مبلغ ۱۰ هزار تومن پرداخت کردم.,5
هزینه کرایه اسنپ مبلغ ۷۰۰ هزار تومان برداشتم.,6
بلیط سینما برای فیلم جدید خریدم به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,0
خرید گل برای مراسم مبلغ ۳۰ هزار تومن پرید.,4
"پرداخت اجاره‌بها ماهیانه به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",3
میوه و سبزیجات تازه خریدم مبلغ ۲ میلیون ریال برداشتم.,1
پول کتاب‌های آموزشی به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
"خرید داروهای نسخه‌ای به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",2
بلیط مترو و اتوبوس مبلغ ۱۰ هزار تومن دادم.,6
هزینه کرایه اسنپ مبلغ ۱۰ هزار تومن برداشتم.,6
هزینه کرایه اسنپ به مبلغ ۲۰ هزار تومان هزینه شد.,6
خرید کیف چرمی به مبلغ ۳۰ هزار تومن هزینه شد.,5
بلیط مترو و اتوبوس به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,6
پرداخت هزینه تعمیرات منزل مبلغ ۲۰ هزار تومان دادم.,3
پرداخت هزینه تعمیرات خودرو مبلغ ۱۰۰ هزار تومان پیاده شدم.,6
هزینه قبض برق و گاز مبلغ ۵ میلیون تومان پرید.,3
میوه و سبزیجات تازه خریدم به مبلغ ۳۰ هزار تومن پرداخت شد.,1
پول پیش‌پرداخت وام مبلغ ۲ میلیون ریال برداشتم.,4
مبلغ ویزیت دندانپزشکی مبلغ ۱۰۰ هزار تومان دادم.,2
"پول بنزین ماشین مبلغ ۲۵۰,۰۰۰ تومان دادم.",6
مبلغ ویزیت دندانپزشکی به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,2
مبلغ ویزیت دندانپزشکی مبلغ ۵ میلیون تومان پیاده شدم.,2
پول خدمات لوله‌کشی به مبلغ ۵۰ هزار تومن پرداخت کردم.,3
"پرداخت خیریه به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
هزینه مواد غذایی هفتگی مبلغ ۷۰۰ هزار تومان دادم.,1
پرداخت اجاره‌بها ماهیانه به مبلغ ۲ میلیون ریال پرداخت شد.,3
خرید داروهای نسخه‌ای مبلغ ۲ میلیون ریال دادم.,2
خرید لوازم تحریر مبلغ ۲۰ هزار تومان پیاده شدم.,5
هزینه ویزیت دکتر متخصص مبلغ ۲ میلیون ریال دادم.,2
پرداخت هزینه آزمایش خون مبلغ ۳۰ هزار تومن پیاده شدم.,2
هزینه خدمات خشک‌شویی به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,4
هزینه قبض برق و گاز به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,3
بلیط مترو و اتوبوس به مبلغ ۲ میلیون ریال اختصاص یافت.,6
"کرایه تاکسی برای مسیر مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",6
میوه و سبزیجات تازه خریدم مبلغ ۱۵۰٬۰۰۰ ریال دادم.,1
مبلغ شارژ ساختمان مبلغ ۲۰ هزار تومان پیاده شدم.,3
"هزینه قبض برق و گاز مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",3
"پول پیش‌پرداخت وام مبلغ ۲۵۰,۰۰۰ تومان پرید.",4
پرداخت اجاره‌بها ماهیانه مبلغ ۳۰ هزار تومن پرید.,3
پول خدمات لوله‌کشی مبلغ ۲ میلیون ریال پرید.,3
بلیط سینما برای فیلم جدید خریدم مبلغ ۷۰۰ هزار تومان دادم.,0
هزینه مواد غذایی هفتگی به مبلغ ۱۰ هزار تومن اختصاص یافت.,1
"هزینه خرید لباس جدید مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",5
بلیط سینما برای فیلم جدید خریدم به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,0
خرید کیف چرمی به مبلغ ۵ میلیون تومان اختصاص یافت.,5
